state,tot_cases,tot_deaths,year_week,n_samples,n_infected
AK,0.0,0.0,2020-W03,,
AK,0.0,0.0,2020-W04,,
AK,0.0,0.0,2020-W05,,
AK,0.0,0.0,2020-W06,,
AK,0.0,0.0,2020-W07,,
AK,0.0,0.0,2020-W08,,
AK,0.0,0.0,2020-W09,,
AK,0.0,0.0,2020-W10,,
AK,11.0,0.0,2020-W11,,
AK,63.0,1.0,2020-W12,,
AK,149.0,3.0,2020-W13,,
AK,235.0,7.0,2020-W14,,
AK,300.0,9.0,2020-W15,,
AK,337.0,9.0,2020-W16,,
AK,355.0,9.0,2020-W17,,
AK,374.0,10.0,2020-W18,,
AK,389.0,10.0,2020-W19,,
AK,404.0,10.0,2020-W20,,
AK,427.0,10.0,2020-W21,,
AK,518.0,10.0,2020-W22,,
AK,616.0,11.0,2020-W23,,
AK,713.0,12.0,2020-W24,,
AK,821.0,12.0,2020-W25,,
AK,1020.0,13.0,2020-W26,,
AK,1273.0,16.0,2020-W27,,
AK,1694.0,16.0,2020-W28,,
AK,2202.0,18.0,2020-W29,,
AK,2886.0,21.0,2020-W30,,
AK,3487.0,25.0,2020-W31,72.6,242.0
AK,3978.0,27.0,2020-W32,915.2,704.0
AK,4536.0,29.0,2020-W33,,
AK,5001.0,36.0,2020-W34,610.0,610.0
AK,5475.0,38.0,2020-W35,,
AK,6022.0,41.0,2020-W36,272.40000000000003,681.0
AK,6551.0,43.0,2020-W37,,
AK,7193.0,44.0,2020-W38,894.6,994.0
AK,8026.0,55.0,2020-W39,2660.6,1004.0
AK,9046.0,59.0,2020-W40,1456.5,971.0
AK,10387.0,64.0,2020-W41,,
AK,11925.0,68.0,2020-W42,,
AK,14539.0,71.0,2020-W43,8901.9,1413.0
AK,17266.0,86.0,2020-W44,3379.7999999999997,786.0
AK,20864.0,98.0,2020-W45,4036.5,621.0
AK,25180.0,102.0,2020-W46,,
AK,29292.0,118.0,2020-W47,7928.800000000001,901.0
AK,33816.0,123.0,2020-W48,15217.949999999999,1203.0
AK,38438.0,150.0,2020-W49,10078.8,908.0
AK,41855.0,180.0,2020-W50,,
AK,44078.0,196.0,2020-W51,11668.8,1144.0
AK,45802.0,203.0,2020-W52,,
AK,,,2021-W00,24726.9,1298.0
AK,47828.0,220.0,2021-W01,18315.899999999998,1299.0
AK,49801.0,226.0,2021-W02,,
AK,51178.0,253.0,2021-W03,18545.2,1306.0
AK,52359.0,261.0,2021-W04,,
AK,53305.0,279.0,2021-W05,35499.35,1299.5
AK,54294.0,280.0,2021-W06,,
AK,55101.0,288.0,2021-W07,13150.0,1315.0
AK,55986.0,289.0,2021-W08,,
AK,56862.0,301.0,2021-W09,45093.9,1361.5
AK,57772.0,303.0,2021-W10,,
AK,58686.0,305.0,2021-W11,17988.1,1313.0
AK,59630.0,310.0,2021-W12,,
AK,60816.0,311.0,2021-W13,69268.40000000001,1471.0
AK,62024.0,311.0,2021-W14,,
AK,63137.0,312.0,2021-W15,14518.8,1308.0
AK,64283.0,332.0,2021-W16,,
AK,65325.0,344.0,2021-W17,56676.25,1287.5
AK,66056.0,345.0,2021-W18,,
AK,66621.0,350.0,2021-W19,15422.4,1296.0
AK,67074.0,366.0,2021-W20,,
AK,67371.0,366.0,2021-W21,11360.800000000001,1291.0
AK,67601.0,366.0,2021-W22,66806.1,1362.0
AK,67786.0,366.0,2021-W23,11171.800000000001,1346.0
AK,67941.0,370.0,2021-W24,,
AK,68178.0,371.0,2021-W25,11429.7,1229.0
AK,68435.0,374.0,2021-W26,65559.19999999998,1288.0
AK,68748.0,374.0,2021-W27,,
AK,69320.0,378.0,2021-W28,,
AK,70519.0,379.0,2021-W29,,
AK,72065.0,383.0,2021-W30,,
AK,73957.0,390.0,2021-W31,69498.75000000001,1348.5
AK,76069.0,397.0,2021-W32,,
AK,79070.0,409.0,2021-W33,,
AK,82427.0,435.0,2021-W34,,
AK,86078.0,445.0,2021-W35,59087.75,1054.5
AK,90342.0,453.0,2021-W36,33405.399999999994,1561.0
AK,95229.0,465.0,2021-W37,,
AK,101487.0,478.0,2021-W38,,
AK,109923.0,563.0,2021-W39,72686.04999999999,1242.0
AK,115667.0,581.0,2021-W40,58819.200000000004,1671.0
AK,121844.0,608.0,2021-W41,,
AK,127374.0,687.0,2021-W42,,
AK,131999.0,712.0,2021-W43,,
AK,136133.0,733.0,2021-W44,85949.5,1391.0
AK,139524.0,827.0,2021-W45,,
AK,142443.0,838.0,2021-W46,,
AK,144792.0,866.0,2021-W47,,
AK,146508.0,877.0,2021-W48,95658.70000000001,1514.5
AK,148018.0,882.0,2021-W49,,
AK,149237.0,885.0,2021-W50,,
AK,150283.0,972.0,2021-W51,,
AK,152363.0,974.0,2021-W52,73569.0,1790.0
AK,157886.0,975.0,2022-W01,,
AK,170052.0,981.0,2022-W02,,
AK,185787.0,1047.0,2022-W03,,
AK,202626.0,1077.0,2022-W04,,
AK,216048.0,1089.0,2022-W05,,
AK,224165.0,1110.0,2022-W06,18361.0,301.0
AK,228123.0,1137.0,2022-W07,,
AK,230807.0,1159.0,2022-W08,,
AK,232898.0,1187.0,2022-W09,,
AK,235338.0,1197.0,2022-W10,,
AK,236745.0,1198.0,2022-W11,,
AK,238168.0,1215.0,2022-W12,,
AK,239613.0,1224.0,2022-W13,,
AK,240990.0,1224.0,2022-W14,,
AK,242227.0,1230.0,2022-W15,,
AK,243740.0,1243.0,2022-W16,,
AK,245165.0,1247.0,2022-W17,,
AK,246582.0,1248.0,2022-W18,,
AK,248121.0,1259.0,2022-W19,,
AK,249818.0,1270.0,2022-W20,,
AK,251699.0,1270.0,2022-W21,,
AK,253643.0,1270.0,2022-W22,,
AK,255700.0,1270.0,2022-W23,,
AK,257682.0,1270.0,2022-W24,,
AK,259819.0,1270.0,2022-W25,,
AK,262585.0,1270.0,2022-W26,,
AK,264573.0,1270.0,2022-W27,,
AK,266706.0,1275.0,2022-W28,,
AK,269051.0,1275.0,2022-W29,,
AK,271101.0,1275.0,2022-W30,,
AK,273674.0,1275.0,2022-W31,,
AK,275542.0,1296.0,2022-W32,,
AK,277007.0,1296.0,2022-W33,,
AK,278680.0,1304.0,2022-W34,,
AK,279888.0,1304.0,2022-W35,,
AK,280767.0,1304.0,2022-W36,,
AK,281717.0,1329.0,2022-W37,,
AK,282361.0,1329.0,2022-W38,,
AK,282911.0,1329.0,2022-W39,,
AK,283548.0,1356.0,2022-W40,,
AK,284059.0,1356.0,2022-W41,,
AK,284406.0,1356.0,2022-W42,,
AK,284785.0,1376.0,2022-W43,,
AK,285144.0,1376.0,2022-W44,,
AK,285343.0,1376.0,2022-W45,,
AK,285733.0,1399.0,2022-W46,,
AK,286163.0,1399.0,2022-W47,,
AK,286561.0,1399.0,2022-W48,,
AK,287057.0,1399.0,2022-W49,,
AK,287411.0,1399.0,2022-W50,,
AK,287791.0,1418.0,2022-W51,,
AK,288123.0,1418.0,2022-W52,,
AK,288494.0,1418.0,2023-W01,,
AK,288964.0,1418.0,2023-W02,,
AK,289613.0,1418.0,2023-W03,,
AK,290267.0,1436.0,2023-W04,,
AK,291060.0,1436.0,2023-W05,,
AK,291752.0,1436.0,2023-W06,,
AK,292538.0,1436.0,2023-W07,,
AK,293313.0,1449.0,2023-W08,,
AK,293761.0,1449.0,2023-W09,,
AK,294343.0,1449.0,2023-W10,,
AK,294791.0,1449.0,2023-W11,,
AK,295287.0,1449.0,2023-W12,,
AK,295801.0,1468.0,2023-W13,,
AK,296202.0,1468.0,2023-W14,,
AK,296560.0,1468.0,2023-W15,,
AK,296921.0,1468.0,2023-W16,,
AK,297201.0,1468.0,2023-W17,,
AK,297389.0,1468.0,2023-W18,,
AK,297588.0,1468.0,2023-W19,,
AL,0.0,0.0,2020-W03,,
AL,0.0,0.0,2020-W04,,
AL,0.0,0.0,2020-W05,,
AL,0.0,0.0,2020-W06,,
AL,0.0,0.0,2020-W07,,
AL,0.0,0.0,2020-W08,,
AL,0.0,0.0,2020-W09,,
AL,3.0,0.0,2020-W10,,
AL,61.0,0.0,2020-W11,,
AL,472.0,1.0,2020-W12,,
AL,1175.0,26.0,2020-W13,,
AL,2614.0,65.0,2020-W14,,
AL,4307.0,110.0,2020-W15,,
AL,5692.0,193.0,2020-W16,,
AL,6979.0,255.0,2020-W17,,
AL,8769.0,341.0,2020-W18,,
AL,10822.0,448.0,2020-W19,,
AL,13186.0,522.0,2020-W20,,
AL,16263.0,583.0,2020-W21,,
AL,18954.0,650.0,2020-W22,,
AL,22659.0,742.0,2020-W23,,
AL,27941.0,787.0,2020-W24,,
AL,32878.0,886.0,2020-W25,,
AL,39647.0,974.0,2020-W26,3199.5,1422.0
AL,48149.0,1058.0,2020-W27,,
AL,60194.0,1210.0,2020-W28,,
AL,72594.0,1364.0,2020-W29,,
AL,84652.0,1539.0,2020-W30,6289.799999999999,1245.0
AL,95323.0,1694.0,2020-W31,,
AL,104219.0,1879.0,2020-W32,7402.4,974.0
AL,111696.0,1942.0,2020-W33,,
AL,119904.0,2043.0,2020-W34,9454.5,955.0
AL,128240.0,2211.0,2020-W35,14025.0,2125.0
AL,134061.0,2281.0,2020-W36,7873.499999999999,905.0
AL,140423.0,2386.0,2020-W37,,
AL,146897.0,2465.0,2020-W38,8383.800000000001,942.0
AL,154772.0,2530.0,2020-W39,23537.2,2888.0
AL,161085.0,2602.0,2020-W40,12250.800000000001,996.0
AL,168620.0,2706.0,2020-W41,,
AL,176605.0,2826.0,2020-W42,,
AL,188775.0,2909.0,2020-W43,14149.599999999999,1538.0
AL,198927.0,3003.0,2020-W44,36418.6,3452.0
AL,208637.0,3198.0,2020-W45,11880.0,1320.0
AL,223488.0,3343.0,2020-W46,,
AL,239318.0,3528.0,2020-W47,15666.3,1339.0
AL,256828.0,3708.0,2020-W48,46923.799999999996,3388.0
AL,280187.0,3982.0,2020-W49,,
AL,305640.0,4196.0,2020-W50,20010.5,1291.0
AL,334569.0,4585.0,2020-W51,,
AL,356820.0,4774.0,2020-W52,28253.999999999996,1385.0
AL,,,2021-W00,92567.70000000001,3649.0
AL,384185.0,4987.0,2021-W01,,
AL,410996.0,5752.0,2021-W02,27943.3,1337.0
AL,429655.0,6281.0,2021-W03,,
AL,449087.0,7169.0,2021-W04,34194.6,1413.0
AL,465061.0,8201.0,2021-W05,126905.1,3572.5
AL,476015.0,8888.0,2021-W06,32772.6,1377.0
AL,483177.0,9347.0,2021-W07,,
AL,490165.0,9741.0,2021-W08,36148.0,1291.0
AL,497144.0,10026.0,2021-W09,141427.40000000002,3412.0
AL,501400.0,10219.0,2021-W10,47804.399999999994,1626.0
AL,509465.0,10360.0,2021-W11,,
AL,512669.0,10481.0,2021-W12,40861.0,1409.0
AL,515353.0,10547.0,2021-W13,158766.19999999998,3407.0
AL,517448.0,10650.0,2021-W14,44995.5,1485.0
AL,520759.0,10725.0,2021-W15,,
AL,524305.0,10799.0,2021-W16,45179.2,1661.0
AL,527085.0,10876.0,2021-W17,178769.2,3478.0
AL,529459.0,10928.0,2021-W18,44644.799999999996,1572.0
AL,531748.0,10993.0,2021-W19,,
AL,540890.0,11040.0,2021-W20,40912.9,1477.0
AL,542828.0,11132.0,2021-W21,,
AL,544588.0,11161.0,2021-W22,159574.1,2439.0
AL,546829.0,11241.0,2021-W23,,
AL,548305.0,11280.0,2021-W24,50061.5,1697.0
AL,549396.0,11318.0,2021-W25,,
AL,550979.0,11350.0,2021-W26,160197.39999999997,2377.0
AL,552911.0,11386.0,2021-W27,,
AL,556613.0,11426.0,2021-W28,,
AL,563944.0,11459.0,2021-W29,,
AL,577463.0,11508.0,2021-W30,,
AL,595816.0,11560.0,2021-W31,195956.30000000002,3468.5
AL,619752.0,11689.0,2021-W32,,
AL,645851.0,11872.0,2021-W33,,
AL,665653.0,12000.0,2021-W34,,
AL,704420.0,12292.0,2021-W35,199682.80000000002,3304.5
AL,732154.0,12487.0,2021-W36,59162.4,1494.0
AL,757893.0,12784.0,2021-W37,,
AL,778549.0,13665.0,2021-W38,,
AL,794773.0,14200.0,2021-W39,221067.0,3465.0
AL,804251.0,14612.0,2021-W40,68765.5,1657.0
AL,810500.0,14979.0,2021-W41,,
AL,815998.0,15308.0,2021-W42,,
AL,828643.0,15432.0,2021-W43,,
AL,833481.0,15668.0,2021-W44,205026.95,2807.5
AL,837339.0,15910.0,2021-W45,,
AL,840934.0,16020.0,2021-W46,,
AL,844206.0,16099.0,2021-W47,,
AL,846306.0,16140.0,2021-W48,188988.6,2490.5
AL,850098.0,16201.0,2021-W49,,
AL,854884.0,16303.0,2021-W50,,
AL,861110.0,16378.0,2021-W51,,
AL,880307.0,16453.0,2021-W52,,
AL,,,2022-W00,18837.155,238.0
AL,932250.0,16502.0,2022-W01,50107.2,1144.0
AL,1004622.0,16640.0,2022-W02,,
AL,1088370.0,16756.0,2022-W03,,
AL,1161930.0,16914.0,2022-W04,,
AL,1229300.0,17215.0,2022-W05,125532.0,1902.0
AL,1254032.0,17452.0,2022-W06,,
AL,1267908.0,17748.0,2022-W07,,
AL,1275357.0,18006.0,2022-W08,,
AL,1281606.0,18334.0,2022-W09,,
AL,1287823.0,18694.0,2022-W10,,
AL,1290138.0,18944.0,2022-W11,,
AL,1291927.0,19167.0,2022-W12,,
AL,1295015.0,19284.0,2022-W13,18937.47,234.0
AL,1296286.0,19370.0,2022-W14,,
AL,1297392.0,19440.0,2022-W15,,
AL,1298637.0,19523.0,2022-W16,,
AL,1300274.0,19558.0,2022-W17,,
AL,1301804.0,19590.0,2022-W18,,
AL,1303827.0,19606.0,2022-W19,,
AL,1306662.0,19633.0,2022-W20,,
AL,1310521.0,19651.0,2022-W21,,
AL,1315934.0,19664.0,2022-W22,,
AL,1322957.0,19676.0,2022-W23,,
AL,1331452.0,19696.0,2022-W24,,
AL,1342150.0,19722.0,2022-W25,,
AL,1355340.0,19740.0,2022-W26,20946.04,235.0
AL,1367570.0,19766.0,2022-W27,,
AL,1384836.0,19812.0,2022-W28,,
AL,1401893.0,19852.0,2022-W29,,
AL,1419075.0,19890.0,2022-W30,,
AL,1424411.0,19891.0,2022-W31,,
AL,1436458.0,19974.0,2022-W32,,
AL,1449812.0,20026.0,2022-W33,,
AL,1463933.0,20041.0,2022-W34,,
AL,1479605.0,20048.0,2022-W35,,
AL,1494300.0,20160.0,2022-W36,,
AL,1504180.0,20239.0,2022-W37,,
AL,1512134.0,20322.0,2022-W38,,
AL,1517904.0,20395.0,2022-W39,20076.82,222.5
AL,1522135.0,20422.0,2022-W40,,
AL,1525724.0,20473.0,2022-W41,,
AL,1528739.0,20505.0,2022-W42,,
AL,1531305.0,20533.0,2022-W43,,
AL,1534287.0,20558.0,2022-W44,,
AL,1540329.0,20608.0,2022-W45,,
AL,1542227.0,20617.0,2022-W46,,
AL,1545099.0,20631.0,2022-W47,,
AL,1549285.0,20652.0,2022-W48,,
AL,1555092.0,20682.0,2022-W49,,
AL,1561557.0,20704.0,2022-W50,,
AL,1568934.0,20737.0,2022-W51,,
AL,1573637.0,20757.0,2022-W52,,
AL,1587224.0,20776.0,2023-W01,,
AL,1596149.0,20820.0,2023-W02,,
AL,1602891.0,20846.0,2023-W03,,
AL,1610535.0,20870.0,2023-W04,,
AL,1617850.0,20882.0,2023-W05,,
AL,1627670.0,20892.0,2023-W06,,
AL,1633743.0,20899.0,2023-W07,,
AL,1638348.0,20932.0,2023-W08,,
AL,1642062.0,21001.0,2023-W09,,
AL,1644533.0,21032.0,2023-W10,,
AL,1646423.0,21091.0,2023-W11,,
AL,1648385.0,21113.0,2023-W12,,
AL,1650449.0,21127.0,2023-W13,,
AL,1652469.0,21131.0,2023-W14,,
AL,1654101.0,21133.0,2023-W15,,
AL,1655661.0,21133.0,2023-W16,,
AL,1657175.0,21133.0,2023-W17,,
AL,1658639.0,21137.0,2023-W18,,
AL,1659936.0,21138.0,2023-W19,,
AR,0.0,0.0,2020-W03,,
AR,0.0,0.0,2020-W04,,
AR,1.0,0.0,2020-W05,,
AR,4.0,0.0,2020-W06,,
AR,5.0,0.0,2020-W07,,
AR,8.0,0.0,2020-W08,,
AR,8.0,0.0,2020-W09,,
AR,16.0,0.0,2020-W10,,
AR,86.0,3.0,2020-W11,,
AR,365.0,19.0,2020-W12,,
AR,739.0,31.0,2020-W13,,
AR,1229.0,50.0,2020-W14,,
AR,1897.0,66.0,2020-W15,,
AR,2798.0,100.0,2020-W16,,
AR,3497.0,117.0,2020-W17,,
AR,4146.0,129.0,2020-W18,,
AR,4869.0,151.0,2020-W19,,
AR,5794.0,168.0,2020-W20,,
AR,6836.0,195.0,2020-W21,,
AR,8712.0,242.0,2020-W22,,
AR,11436.0,300.0,2020-W23,,
AR,14118.0,348.0,2020-W24,,
AR,18412.0,424.0,2020-W25,,
AR,21777.0,476.0,2020-W26,2466.45,1827.0
AR,25226.0,544.0,2020-W27,,
AR,29334.0,621.0,2020-W28,,
AR,33983.0,711.0,2020-W29,,
AR,39577.0,833.0,2020-W30,3484.1500000000005,1337.0
AR,44992.0,931.0,2020-W31,,
AR,49771.0,1018.0,2020-W32,2994.0,998.0
AR,54001.0,1106.0,2020-W33,,
AR,57914.0,1197.0,2020-W34,4860.8,992.0
AR,62358.0,1271.0,2020-W35,5468.4,1764.0
AR,67232.0,1370.0,2020-W36,6237.0,990.0
AR,72167.0,1571.0,2020-W37,,
AR,77756.0,1700.0,2020-W38,3994.7,929.0
AR,83295.0,1830.0,2020-W39,8756.3,1787.0
AR,88478.0,1981.0,2020-W40,8739.0,971.0
AR,94684.0,2137.0,2020-W41,,
AR,101111.0,2273.0,2020-W42,,
AR,108151.0,2459.0,2020-W43,9750.0,1500.0
AR,115319.0,2628.0,2020-W44,21187.8,1788.0
AR,125971.0,2879.0,2020-W45,15862.5,2115.0
AR,137311.0,3106.0,2020-W46,,
AR,149905.0,3325.0,2020-W47,13257.199999999999,1441.0
AR,161816.0,3591.0,2020-W48,31302.0,1739.0
AR,176965.0,3823.0,2020-W49,,
AR,192416.0,4057.0,2020-W50,18929.5,1445.0
AR,207289.0,4352.0,2020-W51,,
AR,222518.0,4654.0,2020-W52,17953.8,1301.0
AR,,,2021-W00,42972.8,1837.0
AR,241947.0,4971.0,2021-W01,,
AR,261275.0,5165.0,2021-W02,23529.6,1368.0
AR,275473.0,5326.0,2021-W03,,
AR,288060.0,5509.0,2021-W04,27513.6,1433.0
AR,299585.0,5629.0,2021-W05,54733.7,1565.5
AR,308944.0,5690.0,2021-W06,23240.7,1071.0
AR,313322.0,5739.0,2021-W07,,
AR,316560.0,5778.0,2021-W08,32802.0,1420.0
AR,323963.0,5835.0,2021-W09,75689.15,1843.0
AR,326247.0,5875.0,2021-W10,34372.799999999996,1364.0
AR,328314.0,5920.0,2021-W11,,
AR,329745.0,5941.0,2021-W12,41095.799999999996,1734.0
AR,330917.0,5973.0,2021-W13,82865.85,1669.0
AR,331991.0,5988.0,2021-W14,35904.0,1360.0
AR,333154.0,6015.0,2021-W15,,
AR,334532.0,6035.0,2021-W16,32707.8,1346.0
AR,335766.0,6050.0,2021-W17,90882.30000000002,1807.0
AR,337254.0,6067.0,2021-W18,33280.0,1300.0
AR,338553.0,6092.0,2021-W19,,
AR,339892.0,6111.0,2021-W20,34329.6,1341.0
AR,341178.0,6126.0,2021-W21,,
AR,342170.0,6143.0,2021-W22,73883.15000000001,1413.5
AR,343421.0,6170.0,2021-W23,,
AR,345162.0,6201.0,2021-W24,30977.100000000002,1341.0
AR,347070.0,6232.0,2021-W25,,
AR,349892.0,6281.0,2021-W26,89120.15,1532.0
AR,353663.0,6379.0,2021-W27,,
AR,360747.0,6495.0,2021-W28,,
AR,369019.0,6655.0,2021-W29,,
AR,381470.0,6837.0,2021-W30,,
AR,395304.0,7058.0,2021-W31,99751.29999999999,1711.0
AR,411643.0,7270.0,2021-W32,,
AR,426682.0,7509.0,2021-W33,,
AR,442345.0,7713.0,2021-W34,,
AR,457223.0,7857.0,2021-W35,97372.54999999999,1571.5
AR,469151.0,7981.0,2021-W36,,
AR,480720.0,8121.0,2021-W37,,
AR,489835.0,8233.0,2021-W38,,
AR,496654.0,8284.0,2021-W39,85183.35,1066.5
AR,501766.0,8357.0,2021-W40,46095.0,1317.0
AR,506381.0,8547.0,2021-W41,,
AR,510366.0,8592.0,2021-W42,,
AR,513476.0,8624.0,2021-W43,,
AR,516598.0,8670.0,2021-W44,89128.79999999999,1288.5
AR,519911.0,8736.0,2021-W45,,
AR,524388.0,8796.0,2021-W46,,
AR,528036.0,8870.0,2021-W47,,
AR,531915.0,8960.0,2021-W48,89867.5,1087.5
AR,537551.0,9074.0,2021-W49,,
AR,542482.0,9184.0,2021-W50,,
AR,548163.0,9276.0,2021-W51,,
AR,559468.0,9435.0,2021-W52,,
AR,,,2022-W00,4612.44,68.5
AR,589778.0,9638.0,2022-W01,73425.0,1650.0
AR,640097.0,9856.0,2022-W02,,
AR,702993.0,10174.0,2022-W03,,
AR,749248.0,10450.0,2022-W04,,
AR,779587.0,10674.0,2022-W05,86336.0,1349.0
AR,789258.0,10810.0,2022-W06,,
AR,798613.0,10890.0,2022-W07,,
AR,804690.0,10929.0,2022-W08,,
AR,808627.0,10993.0,2022-W09,,
AR,811288.0,11061.0,2022-W10,,
AR,814128.0,11112.0,2022-W11,,
AR,817799.0,11148.0,2022-W12,,
AR,818667.0,11215.0,2022-W13,8263.400000000001,95.0
AR,819467.0,11290.0,2022-W14,,
AR,820333.0,11317.0,2022-W15,,
AR,821162.0,11347.0,2022-W16,,
AR,822236.0,11360.0,2022-W17,,
AR,823376.0,11378.0,2022-W18,,
AR,824841.0,11383.0,2022-W19,,
AR,826722.0,11398.0,2022-W20,,
AR,828998.0,11445.0,2022-W21,,
AR,831151.0,11485.0,2022-W22,,
AR,835099.0,11508.0,2022-W23,,
AR,839454.0,11526.0,2022-W24,,
AR,844253.0,11550.0,2022-W25,,
AR,851042.0,11578.0,2022-W26,6776.34,77.0
AR,858207.0,11593.0,2022-W27,,
AR,867830.0,11616.0,2022-W28,,
AR,877018.0,11651.0,2022-W29,,
AR,885329.0,11687.0,2022-W30,,
AR,892333.0,11732.0,2022-W31,,
AR,898472.0,11787.0,2022-W32,,
AR,904482.0,11831.0,2022-W33,,
AR,910449.0,11878.0,2022-W34,,
AR,916929.0,11917.0,2022-W35,,
AR,922469.0,11943.0,2022-W36,,
AR,927828.0,11969.0,2022-W37,,
AR,931736.0,12028.0,2022-W38,,
AR,934462.0,12130.0,2022-W39,6929.9,78.0
AR,936301.0,12234.0,2022-W40,,
AR,938106.0,12333.0,2022-W41,,
AR,940016.0,12393.0,2022-W42,,
AR,941719.0,12449.0,2022-W43,,
AR,943557.0,12503.0,2022-W44,,
AR,945518.0,12520.0,2022-W45,,
AR,947244.0,12525.0,2022-W46,,
AR,948939.0,12542.0,2022-W47,,
AR,951305.0,12560.0,2022-W48,,
AR,954689.0,12599.0,2022-W49,,
AR,958206.0,12643.0,2022-W50,,
AR,961886.0,12667.0,2022-W51,,
AR,964645.0,12681.0,2022-W52,,
AR,968469.0,12694.0,2023-W01,,
AR,971652.0,12729.0,2023-W02,,
AR,973874.0,12757.0,2023-W03,,
AR,976195.0,12803.0,2023-W04,,
AR,977800.0,12849.0,2023-W05,,
AR,979670.0,12875.0,2023-W06,,
AR,981101.0,12901.0,2023-W07,,
AR,984182.0,12917.0,2023-W08,,
AR,985633.0,12930.0,2023-W09,,
AR,987081.0,12948.0,2023-W10,,
AR,988321.0,12958.0,2023-W11,,
AR,989311.0,13054.0,2023-W12,,
AR,990092.0,13054.0,2023-W13,,
AR,991010.0,13074.0,2023-W14,,
AR,991724.0,13074.0,2023-W15,,
AR,992775.0,13076.0,2023-W16,,
AR,993488.0,13115.0,2023-W17,,
AR,994386.0,13115.0,2023-W18,,
AR,995043.0,13115.0,2023-W19,,
AS,0.0,0.0,2020-W03,,
AS,0.0,0.0,2020-W04,,
AS,0.0,0.0,2020-W05,,
AS,0.0,0.0,2020-W06,,
AS,0.0,0.0,2020-W07,,
AS,0.0,0.0,2020-W08,,
AS,0.0,0.0,2020-W09,,
AS,0.0,0.0,2020-W10,,
AS,0.0,0.0,2020-W11,,
AS,0.0,0.0,2020-W12,,
AS,0.0,0.0,2020-W13,,
AS,0.0,0.0,2020-W14,,
AS,0.0,0.0,2020-W15,,
AS,0.0,0.0,2020-W16,,
AS,0.0,0.0,2020-W17,,
AS,0.0,0.0,2020-W18,,
AS,0.0,0.0,2020-W19,,
AS,0.0,0.0,2020-W20,,
AS,0.0,0.0,2020-W21,,
AS,0.0,0.0,2020-W22,,
AS,0.0,0.0,2020-W23,,
AS,0.0,0.0,2020-W24,,
AS,0.0,0.0,2020-W25,,
AS,0.0,0.0,2020-W26,,
AS,0.0,0.0,2020-W27,,
AS,0.0,0.0,2020-W28,,
AS,0.0,0.0,2020-W29,,
AS,0.0,0.0,2020-W30,,
AS,0.0,0.0,2020-W31,,
AS,0.0,0.0,2020-W32,,
AS,0.0,0.0,2020-W33,,
AS,0.0,0.0,2020-W34,,
AS,0.0,0.0,2020-W35,,
AS,0.0,0.0,2020-W36,,
AS,0.0,0.0,2020-W37,,
AS,0.0,0.0,2020-W38,,
AS,0.0,0.0,2020-W39,,
AS,0.0,0.0,2020-W40,,
AS,0.0,0.0,2020-W41,,
AS,0.0,0.0,2020-W42,,
AS,0.0,0.0,2020-W43,,
AS,0.0,0.0,2020-W44,,
AS,0.0,0.0,2020-W45,,
AS,0.0,0.0,2020-W46,,
AS,0.0,0.0,2020-W47,,
AS,0.0,0.0,2020-W48,,
AS,0.0,0.0,2020-W49,,
AS,0.0,0.0,2020-W50,,
AS,0.0,0.0,2020-W51,,
AS,0.0,0.0,2020-W52,,
AS,0.0,0.0,2021-W01,,
AS,0.0,0.0,2021-W02,,
AS,0.0,0.0,2021-W03,,
AS,0.0,0.0,2021-W04,,
AS,0.0,0.0,2021-W05,,
AS,0.0,0.0,2021-W06,,
AS,0.0,0.0,2021-W07,,
AS,0.0,0.0,2021-W08,,
AS,0.0,0.0,2021-W09,,
AS,0.0,0.0,2021-W10,,
AS,0.0,0.0,2021-W11,,
AS,0.0,0.0,2021-W12,,
AS,0.0,0.0,2021-W13,,
AS,0.0,0.0,2021-W14,,
AS,0.0,0.0,2021-W15,,
AS,0.0,0.0,2021-W16,,
AS,0.0,0.0,2021-W17,,
AS,0.0,0.0,2021-W18,,
AS,0.0,0.0,2021-W19,,
AS,0.0,0.0,2021-W20,,
AS,0.0,0.0,2021-W21,,
AS,0.0,0.0,2021-W22,,
AS,0.0,0.0,2021-W23,,
AS,0.0,0.0,2021-W24,,
AS,0.0,0.0,2021-W25,,
AS,0.0,0.0,2021-W26,,
AS,0.0,0.0,2021-W27,,
AS,0.0,0.0,2021-W28,,
AS,0.0,0.0,2021-W29,,
AS,0.0,0.0,2021-W30,,
AS,0.0,0.0,2021-W31,,
AS,0.0,0.0,2021-W32,,
AS,0.0,0.0,2021-W33,,
AS,0.0,0.0,2021-W34,,
AS,0.0,0.0,2021-W35,,
AS,0.0,0.0,2021-W36,,
AS,0.0,0.0,2021-W37,,
AS,1.0,0.0,2021-W38,,
AS,1.0,0.0,2021-W39,,
AS,3.0,0.0,2021-W40,,
AS,3.0,0.0,2021-W41,,
AS,3.0,0.0,2021-W42,,
AS,4.0,0.0,2021-W43,,
AS,4.0,0.0,2021-W44,,
AS,4.0,0.0,2021-W45,,
AS,5.0,0.0,2021-W46,,
AS,5.0,0.0,2021-W47,,
AS,10.0,0.0,2021-W48,,
AS,10.0,0.0,2021-W49,,
AS,10.0,0.0,2021-W50,,
AS,11.0,0.0,2021-W51,,
AS,11.0,0.0,2021-W52,,
AS,11.0,0.0,2022-W01,,
AS,18.0,0.0,2022-W02,,
