state,tot_cases,tot_deaths,year_week,n_samples,n_infected
GU,17379.0,226.0,2021-W42,,
GU,18040.0,235.0,2021-W43,,
GU,18507.0,248.0,2021-W44,,
GU,18840.0,258.0,2021-W45,,
GU,19040.0,262.0,2021-W46,,
GU,19146.0,263.0,2021-W47,,
GU,19227.0,266.0,2021-W48,,
GU,19300.0,267.0,2021-W49,,
GU,19357.0,270.0,2021-W50,,
GU,19427.0,270.0,2021-W51,,
GU,19566.0,270.0,2021-W52,,
GU,20351.0,272.0,2022-W01,,
GU,22479.0,274.0,2022-W02,,
GU,25757.0,276.0,2022-W03,,
GU,30221.0,284.0,2022-W04,,
GU,34610.0,296.0,2022-W05,,
GU,38672.0,305.0,2022-W06,,
GU,41780.0,315.0,2022-W07,,
GU,43836.0,321.0,2022-W08,,
GU,45241.0,331.0,2022-W09,,
GU,46000.0,335.0,2022-W10,,
GU,46650.0,340.0,2022-W11,,
GU,47009.0,340.0,2022-W12,,
GU,47265.0,346.0,2022-W13,,
GU,47514.0,352.0,2022-W14,,
GU,47682.0,354.0,2022-W15,,
GU,47902.0,354.0,2022-W16,,
GU,48113.0,354.0,2022-W17,,
GU,48302.0,355.0,2022-W18,,
GU,48469.0,358.0,2022-W19,,
GU,48666.0,361.0,2022-W20,,
GU,48907.0,362.0,2022-W21,,
GU,49262.0,364.0,2022-W22,,
GU,49779.0,367.0,2022-W23,,
GU,50485.0,370.0,2022-W24,,
GU,51084.0,371.0,2022-W25,,
GU,51898.0,371.0,2022-W26,,
GU,52644.0,371.0,2022-W27,,
GU,53459.0,374.0,2022-W28,,
GU,54163.0,377.0,2022-W29,,
GU,55057.0,380.0,2022-W30,,
GU,55822.0,382.0,2022-W31,,
GU,56367.0,384.0,2022-W32,,
GU,57104.0,389.0,2022-W33,,
GU,57599.0,389.0,2022-W34,,
GU,57981.0,390.0,2022-W35,,
GU,58179.0,394.0,2022-W36,,
GU,58352.0,394.0,2022-W37,,
GU,58466.0,401.0,2022-W38,,
GU,58564.0,401.0,2022-W39,,
GU,58600.0,401.0,2022-W40,,
GU,58647.0,401.0,2022-W41,,
GU,58703.0,401.0,2022-W42,,
GU,58751.0,401.0,2022-W43,,
GU,58850.0,403.0,2022-W44,,
GU,58990.0,406.0,2022-W45,,
GU,59039.0,406.0,2022-W46,,
GU,59189.0,407.0,2022-W47,,
GU,59330.0,409.0,2022-W48,,
GU,59460.0,409.0,2022-W49,,
GU,59574.0,410.0,2022-W50,,
GU,59758.0,411.0,2022-W51,,
GU,59926.0,411.0,2022-W52,,
GU,60087.0,411.0,2023-W01,,
GU,60311.0,414.0,2023-W02,,
GU,60526.0,415.0,2023-W03,,
GU,60705.0,415.0,2023-W04,,
GU,60806.0,415.0,2023-W05,,
GU,60866.0,415.0,2023-W06,,
GU,60920.0,415.0,2023-W07,,
GU,60964.0,415.0,2023-W08,,
GU,60997.0,415.0,2023-W09,,
GU,61019.0,415.0,2023-W10,,
GU,61089.0,415.0,2023-W11,,
GU,61116.0,415.0,2023-W12,,
GU,61148.0,415.0,2023-W13,,
GU,61183.0,415.0,2023-W14,,
GU,61237.0,415.0,2023-W15,,
GU,61290.0,415.0,2023-W16,,
GU,61382.0,415.0,2023-W17,,
GU,61479.0,415.0,2023-W18,,
GU,61642.0,415.0,2023-W19,,
HI,0.0,0.0,2020-W03,,
HI,0.0,0.0,2020-W04,,
HI,0.0,0.0,2020-W05,,
HI,0.0,0.0,2020-W06,,
HI,0.0,0.0,2020-W07,,
HI,0.0,0.0,2020-W08,,
HI,0.0,0.0,2020-W09,,
HI,4.0,1.0,2020-W10,,
HI,19.0,1.0,2020-W11,,
HI,105.0,1.0,2020-W12,,
HI,257.0,5.0,2020-W13,,
HI,406.0,10.0,2020-W14,,
HI,488.0,13.0,2020-W15,,
HI,551.0,13.0,2020-W16,,
HI,583.0,14.0,2020-W17,,
HI,607.0,14.0,2020-W18,,
HI,623.0,14.0,2020-W19,,
HI,638.0,14.0,2020-W20,,
HI,647.0,14.0,2020-W21,,
HI,659.0,15.0,2020-W22,,
HI,684.0,16.0,2020-W23,,
HI,747.0,16.0,2020-W24,,
HI,835.0,19.0,2020-W25,,
HI,936.0,22.0,2020-W26,355.5,790.0
HI,1087.0,23.0,2020-W27,,
HI,1284.0,28.0,2020-W28,,
HI,1444.0,29.0,2020-W29,,
HI,1798.0,33.0,2020-W30,1405.0500000000002,1653.0
HI,2645.0,47.0,2020-W31,3885.0,5.0
HI,3874.0,69.0,2020-W32,6993.0,9.0
HI,5512.0,106.0,2020-W33,,
HI,7203.0,155.0,2020-W34,9324.0,12.0
HI,8999.0,200.0,2020-W35,1045.1,1493.0
HI,10265.0,229.0,2020-W36,412.8,516.0
HI,11120.0,252.0,2020-W37,,
HI,11762.0,272.0,2020-W38,977.5,575.0
HI,12539.0,288.0,2020-W39,2560.6,1652.0
HI,13204.0,305.0,2020-W40,878.0,439.0
HI,13819.0,320.0,2020-W41,,
HI,14421.0,331.0,2020-W42,,
HI,15039.0,335.0,2020-W43,3085.6,1064.0
HI,15629.0,340.0,2020-W44,3318.0,1580.0
HI,16376.0,350.0,2020-W45,1864.8,666.0
HI,17007.0,360.0,2020-W46,,
HI,17783.0,373.0,2020-W47,5665.5,1259.0
HI,18338.0,374.0,2020-W48,3246.75,1665.0
HI,19071.0,377.0,2020-W49,3216.0,1072.0
HI,19927.0,385.0,2020-W50,,
HI,20824.0,399.0,2020-W51,3270.3999999999996,1168.0
HI,21511.0,407.0,2020-W52,,
HI,,,2021-W00,8647.95,1517.5
HI,22642.0,428.0,2021-W01,5077.8,1302.0
HI,24004.0,440.0,2021-W02,,
HI,24893.0,447.0,2021-W03,9298.8,1148.0
HI,25710.0,456.0,2021-W04,,
HI,26323.0,463.0,2021-W05,24857.300000000003,1536.5
HI,26806.0,465.0,2021-W06,,
HI,27133.0,469.0,2021-W07,2113.6,1321.0
HI,27479.0,472.0,2021-W08,,
HI,27796.0,477.0,2021-W09,38652.9,1548.0
HI,28202.0,480.0,2021-W10,,
HI,28657.0,485.0,2021-W11,1846.6,1319.0
HI,29303.0,488.0,2021-W12,,
HI,30130.0,490.0,2021-W13,61484.89999999999,1559.0
HI,30833.0,493.0,2021-W14,,
HI,31495.0,497.0,2021-W15,2949.2999999999997,1017.0
HI,32132.0,499.0,2021-W16,,
HI,32736.0,501.0,2021-W17,69054.25,1422.5
HI,33475.0,509.0,2021-W18,,
HI,34097.0,515.0,2021-W19,2318.4,1288.0
HI,34698.0,516.0,2021-W20,,
HI,35073.0,526.0,2021-W21,2565.0,1350.0
HI,35448.0,530.0,2021-W22,93258.0,1980.0
HI,35820.0,530.0,2021-W23,2513.7,1323.0
HI,36213.0,533.0,2021-W24,,
HI,36522.0,533.0,2021-W25,2096.0,1310.0
HI,36848.0,540.0,2021-W26,78162.5,1625.0
HI,37226.0,546.0,2021-W27,,
HI,37816.0,557.0,2021-W28,,
HI,38811.0,572.0,2021-W29,,
HI,40398.0,582.0,2021-W30,,
HI,43218.0,613.0,2021-W31,97754.5,2026.0
HI,47250.0,663.0,2021-W32,,
HI,52065.0,718.0,2021-W33,,
HI,57609.0,776.0,2021-W34,,
HI,63506.0,853.0,2021-W35,106578.40000000001,2032.0
HI,68409.0,905.0,2021-W36,14313.6,1704.0
HI,72574.0,960.0,2021-W37,,
HI,75923.0,1007.0,2021-W38,,
HI,78355.0,1034.0,2021-W39,109042.49999999999,2077.0
HI,80096.0,1059.0,2021-W40,19047.6,1716.0
HI,81244.0,1075.0,2021-W41,,
HI,82155.0,1084.0,2021-W42,,
HI,83135.0,1095.0,2021-W43,,
HI,83893.0,1104.0,2021-W44,104970.55,1849.0
HI,84678.0,1109.0,2021-W45,,
HI,85367.0,1115.0,2021-W46,,
HI,86040.0,1121.0,2021-W47,,
HI,86640.0,1126.0,2021-W48,104393.1,1867.0
HI,87368.0,1131.0,2021-W49,,
HI,88933.0,1136.0,2021-W50,,
HI,94730.0,1148.0,2021-W51,,
HI,107038.0,1162.0,2021-W52,40305.600000000006,1866.0
HI,127173.0,1184.0,2022-W01,,
HI,159399.0,1236.0,2022-W02,,
HI,188894.0,1295.0,2022-W03,,
HI,211091.0,1356.0,2022-W04,10431.0,305.0
HI,223781.0,1387.0,2022-W05,,
HI,230506.0,1407.0,2022-W06,,
HI,233894.0,1420.0,2022-W07,,
HI,235821.0,1428.0,2022-W08,,
HI,237105.0,1435.0,2022-W09,,
HI,238053.0,1439.0,2022-W10,,
HI,238766.0,1444.0,2022-W11,,
HI,239581.0,1444.0,2022-W12,,
HI,240537.0,1444.0,2022-W13,,
HI,241681.0,1445.0,2022-W14,,
HI,243128.0,1447.0,2022-W15,,
HI,245306.0,1449.0,2022-W16,,
HI,248362.0,1454.0,2022-W17,,
HI,252706.0,1460.0,2022-W18,,
HI,258839.0,1468.0,2022-W19,,
HI,266244.0,1479.0,2022-W20,,
HI,275057.0,1495.0,2022-W21,,
HI,283702.0,1517.0,2022-W22,,
HI,291909.0,1535.0,2022-W23,,
HI,298751.0,1549.0,2022-W24,,
HI,304559.0,1566.0,2022-W25,,
HI,309695.0,1584.0,2022-W26,,
HI,313978.0,1594.0,2022-W27,,
HI,318281.0,1601.0,2022-W28,,
HI,322528.0,1609.0,2022-W29,,
HI,326637.0,1626.0,2022-W30,,
HI,330291.0,1631.0,2022-W31,,
HI,333549.0,1642.0,2022-W32,,
HI,336333.0,1648.0,2022-W33,,
HI,338595.0,1655.0,2022-W34,,
HI,340326.0,1658.0,2022-W35,,
HI,341581.0,1667.0,2022-W36,,
HI,342906.0,1675.0,2022-W37,,
HI,344085.0,1677.0,2022-W38,,
HI,345128.0,1679.0,2022-W39,,
HI,346285.0,1681.0,2022-W40,,
HI,347263.0,1683.0,2022-W41,,
HI,348406.0,1684.0,2022-W42,,
HI,349609.0,1684.0,2022-W43,,
HI,350619.0,1685.0,2022-W44,,
HI,351617.0,1685.0,2022-W45,,
HI,352609.0,1691.0,2022-W46,,
HI,353718.0,1701.0,2022-W47,,
HI,354680.0,1705.0,2022-W48,,
HI,355977.0,1712.0,2022-W49,,
HI,357103.0,1716.0,2022-W50,,
HI,358213.0,1725.0,2022-W51,,
HI,359236.0,1728.0,2022-W52,,
HI,360458.0,1732.0,2023-W01,,
HI,361745.0,1737.0,2023-W02,,
HI,362752.0,1742.0,2023-W03,,
HI,363739.0,1753.0,2023-W04,,
HI,364457.0,1764.0,2023-W05,,
HI,365141.0,1772.0,2023-W06,,
HI,365685.0,1788.0,2023-W07,,
HI,366213.0,1800.0,2023-W08,,
HI,366615.0,1800.0,2023-W09,,
HI,367081.0,1807.0,2023-W10,,
HI,367496.0,1815.0,2023-W11,,
HI,367976.0,1819.0,2023-W12,,
HI,369180.0,1823.0,2023-W13,,
HI,370188.0,1829.0,2023-W14,,
HI,371120.0,1833.0,2023-W15,,
HI,372029.0,1842.0,2023-W16,,
HI,372862.0,1847.0,2023-W17,,
HI,373610.0,1852.0,2023-W18,,
HI,374264.0,1856.0,2023-W19,,
IA,0.0,0.0,2020-W03,,
IA,0.0,0.0,2020-W04,,
IA,0.0,0.0,2020-W05,,
IA,0.0,0.0,2020-W06,,
IA,0.0,0.0,2020-W07,,
IA,0.0,0.0,2020-W08,,
IA,0.0,0.0,2020-W09,,
IA,13.0,0.0,2020-W10,,
IA,38.0,0.0,2020-W11,,
IA,146.0,1.0,2020-W12,,
IA,546.0,9.0,2020-W13,,
IA,1145.0,27.0,2020-W14,,
IA,1995.0,53.0,2020-W15,,
IA,3745.0,90.0,2020-W16,,
IA,6842.0,148.0,2020-W17,,
IA,10404.0,218.0,2020-W18,,
IA,13282.0,306.0,2020-W19,,
IA,15623.0,393.0,2020-W20,,
IA,18368.0,496.0,2020-W21,,
IA,20305.0,573.0,2020-W22,,
IA,22624.0,631.0,2020-W23,,
IA,24463.0,675.0,2020-W24,,
IA,26602.0,689.0,2020-W25,,
IA,29514.0,716.0,2020-W26,0.0,178.0
IA,32626.0,736.0,2020-W27,,
IA,36540.0,775.0,2020-W28,,
IA,40210.0,814.0,2020-W29,,
IA,43626.0,854.0,2020-W30,3635.4999999999995,483.5
IA,46753.0,900.0,2020-W31,,
IA,49777.0,953.0,2020-W32,9212.0,980.0
IA,53559.0,1010.0,2020-W33,,
IA,58808.0,1071.0,2020-W34,8450.4,1006.0
IA,66466.0,1132.0,2020-W35,12065.550000000001,1787.5
IA,71600.0,1204.0,2020-W36,7425.2,977.0
IA,76652.0,1248.0,2020-W37,,
IA,82871.0,1297.0,2020-W38,7810.300000000001,941.0
IA,89249.0,1357.0,2020-W39,15248.0,1906.0
IA,95093.0,1418.0,2020-W40,12688.0,976.0
IA,102903.0,1503.0,2020-W41,,
IA,110251.0,1593.0,2020-W42,,
IA,120635.0,1690.0,2020-W43,14196.7,1193.0
IA,137214.0,1800.0,2020-W44,27589.199999999997,1992.0
IA,168453.0,1924.0,2020-W45,14406.0,980.0
IA,197518.0,2099.0,2020-W46,,
IA,221286.0,2300.0,2020-W47,25176.6,1278.0
IA,236159.0,2494.0,2020-W48,45498.600000000006,1884.0
IA,250280.0,2676.0,2020-W49,20187.8,1046.0
IA,260774.0,3350.0,2020-W50,,
IA,272112.0,3667.0,2020-W51,21135.600000000002,1026.0
IA,280064.0,3822.0,2020-W52,,
IA,,,2021-W00,57228.6,2001.0
IA,290777.0,4060.0,2021-W01,30256.0,1240.0
IA,301161.0,4232.0,2021-W02,,
IA,308788.0,4394.0,2021-W03,23422.0,1195.0
IA,316114.0,4500.0,2021-W04,,
IA,322308.0,4975.0,2021-W05,50592.55,1594.5
IA,327061.0,5175.0,2021-W06,,
IA,330907.0,5306.0,2021-W07,25891.5,1263.0
IA,334665.0,5414.0,2021-W08,,
IA,338162.0,5499.0,2021-W09,68202.0,1644.5
IA,341381.0,5599.0,2021-W10,,
IA,344270.0,5665.0,2021-W11,22797.6,1288.0
IA,347593.0,5687.0,2021-W12,,
IA,351404.0,5741.0,2021-W13,83804.75,1593.5
IA,355202.0,5834.0,2021-W14,,
IA,358389.0,5856.0,2021-W15,19747.0,1274.0
IA,361718.0,5899.0,2021-W16,,
IA,364297.0,5931.0,2021-W17,90057.35,1496.5
IA,366717.0,5961.0,2021-W18,,
IA,368710.0,5993.0,2021-W19,10781.4,906.0
IA,370054.0,6018.0,2021-W20,,
IA,371027.0,6044.0,2021-W21,18447.5,1175.0
IA,371614.0,6061.0,2021-W22,112880.9,1951.5
IA,372187.0,6084.0,2021-W23,17066.5,1177.0
IA,372761.0,6108.0,2021-W24,,
IA,373218.0,6120.0,2021-W25,13385.8,1054.0
IA,373732.0,6138.0,2021-W26,118725.20000000001,1984.0
IA,374383.0,6149.0,2021-W27,,
IA,375278.0,6158.0,2021-W28,,
IA,376673.0,6170.0,2021-W29,,
IA,378831.0,6183.0,2021-W30,,
IA,382401.0,6193.0,2021-W31,113827.05,1946.5
IA,387273.0,6210.0,2021-W32,,
IA,392970.0,6226.0,2021-W33,,
IA,400082.0,6268.0,2021-W34,,
IA,408390.0,6307.0,2021-W35,136080.45,2229.0
IA,417152.0,6337.0,2021-W36,58755.2,1708.0
IA,428517.0,6401.0,2021-W37,,
IA,440680.0,6483.0,2021-W38,,
IA,451492.0,6563.0,2021-W39,124025.70000000001,1963.5
IA,461352.0,6651.0,2021-W40,70322.1,1711.0
IA,469519.0,6748.0,2021-W41,,
IA,476426.0,6848.0,2021-W42,,
IA,483409.0,6965.0,2021-W43,,
IA,491052.0,7069.0,2021-W44,122620.90000000001,1800.0
IA,499279.0,7166.0,2021-W45,,
IA,508513.0,7268.0,2021-W46,,
IA,518859.0,7354.0,2021-W47,,
IA,528221.0,7445.0,2021-W48,133992.4,1835.5
IA,541033.0,7445.0,2021-W49,,
IA,552898.0,7680.0,2021-W50,,
IA,562463.0,7799.0,2021-W51,,
IA,573032.0,7858.0,2021-W52,92860.8,1707.0
IA,,,2022-W00,23301.75,277.5
IA,592028.0,8019.0,2022-W01,,
IA,626336.0,8201.0,2022-W02,,
IA,664910.0,8317.0,2022-W03,,
IA,699859.0,8499.0,2022-W04,,
IA,722589.0,8657.0,2022-W05,,
IA,735422.0,8829.0,2022-W06,,
IA,743285.0,8948.0,2022-W07,21210.0,300.0
IA,747648.0,9083.0,2022-W08,,
IA,754486.0,9170.0,2022-W09,,
IA,756224.0,9258.0,2022-W10,,
IA,757229.0,9341.0,2022-W11,,
IA,757945.0,9385.0,2022-W12,,
IA,758415.0,9429.0,2022-W13,25546.039999999997,293.0
IA,759336.0,9453.0,2022-W14,,
IA,760227.0,9474.0,2022-W15,,
IA,761325.0,9509.0,2022-W16,,
IA,763053.0,9528.0,2022-W17,,
IA,765177.0,9532.0,2022-W18,,
IA,768338.0,9554.0,2022-W19,,
IA,772181.0,9570.0,2022-W20,,
IA,776136.0,9586.0,2022-W21,,
IA,779993.0,9599.0,2022-W22,,
IA,784269.0,9614.0,2022-W23,,
IA,788265.0,9614.0,2022-W24,,
IA,792208.0,9679.0,2022-W25,,
IA,796196.0,9688.0,2022-W26,27639.729999999996,298.0
IA,800176.0,9702.0,2022-W27,,
IA,805363.0,9718.0,2022-W28,,
IA,810664.0,9759.0,2022-W29,,
IA,816588.0,9781.0,2022-W30,,
IA,822356.0,9816.0,2022-W31,,
IA,828016.0,9848.0,2022-W32,,
IA,832937.0,9880.0,2022-W33,,
IA,837739.0,9905.0,2022-W34,,
IA,842647.0,9939.0,2022-W35,,
IA,846823.0,9967.0,2022-W36,,
IA,850932.0,9993.0,2022-W37,,
IA,853840.0,10049.0,2022-W38,,
IA,855931.0,10075.0,2022-W39,27392.395000000004,286.5
IA,857784.0,10096.0,2022-W40,,
IA,859502.0,10124.0,2022-W41,,
IA,861010.0,10152.0,2022-W42,,
IA,862925.0,10177.0,2022-W43,,
IA,864752.0,10207.0,2022-W44,,
IA,866615.0,10229.0,2022-W45,,
IA,868595.0,10253.0,2022-W46,,
IA,870897.0,10276.0,2022-W47,,
IA,873595.0,10294.0,2022-W48,,
IA,877066.0,10315.0,2022-W49,,
IA,880770.0,10341.0,2022-W50,,
IA,884263.0,10386.0,2022-W51,,
IA,886411.0,10422.0,2022-W52,,
IA,888664.0,10462.0,2023-W01,,
IA,890868.0,10508.0,2023-W02,,
IA,892554.0,10537.0,2023-W03,,
IA,894105.0,10566.0,2023-W04,,
IA,895619.0,10597.0,2023-W05,,
IA,897136.0,10625.0,2023-W06,,
IA,898762.0,10653.0,2023-W07,,
IA,900343.0,10671.0,2023-W08,,
IA,902075.0,10700.0,2023-W09,,
IA,903991.0,10725.0,2023-W10,,
IA,905744.0,10742.0,2023-W11,,
IA,907421.0,10769.0,2023-W12,,
IA,908936.0,10797.0,2023-W13,,
IA,908936.0,10797.0,2023-W14,,
IA,908936.0,10797.0,2023-W15,,
IA,908936.0,10797.0,2023-W16,,
IA,908936.0,10797.0,2023-W17,,
IA,908936.0,10797.0,2023-W18,,
IA,908936.0,10797.0,2023-W19,,
ID,0.0,0.0,2020-W03,,
ID,0.0,0.0,2020-W04,,
ID,0.0,0.0,2020-W05,,
ID,0.0,0.0,2020-W06,,
ID,0.0,0.0,2020-W07,,
ID,0.0,0.0,2020-W08,,
ID,0.0,0.0,2020-W09,,
ID,0.0,0.0,2020-W10,,
ID,9.0,0.0,2020-W11,,
ID,90.0,0.0,2020-W12,,
ID,566.0,9.0,2020-W13,,
ID,1210.0,15.0,2020-W14,,
ID,1473.0,39.0,2020-W15,,
ID,1766.0,51.0,2020-W16,,
ID,1953.0,60.0,2020-W17,,
ID,2158.0,66.0,2020-W18,,
ID,2293.0,69.0,2020-W19,,
ID,2506.0,76.0,2020-W20,,
ID,2699.0,81.0,2020-W21,,
ID,2933.0,83.0,2020-W22,,
ID,3260.0,85.0,2020-W23,,
ID,3632.0,87.0,2020-W24,,
ID,4402.0,89.0,2020-W25,,
ID,6370.0,92.0,2020-W26,3503.45,2002.0
ID,8968.0,98.0,2020-W27,,
ID,12448.0,110.0,2020-W28,,
ID,16321.0,135.0,2020-W29,,
ID,19673.0,173.0,2020-W30,6976.200000000001,1938.0
ID,22707.0,217.0,2020-W31,1107.0,246.0
ID,26134.0,246.0,2020-W32,2994.6,651.0
ID,28680.0,289.0,2020-W33,,
ID,30771.0,337.0,2020-W34,4503.0,790.0
ID,32666.0,372.0,2020-W35,6090.85,1997.0
ID,34301.0,407.0,2020-W36,3806.4,732.0
ID,36094.0,429.0,2020-W37,,
ID,38743.0,453.0,2020-W38,4787.3,977.0
ID,42048.0,469.0,2020-W39,14198.7,2014.0
ID,45753.0,500.0,2020-W40,4137.0,985.0
ID,49892.0,516.0,2020-W41,,
ID,55650.0,546.0,2020-W42,,
ID,61787.0,598.0,2020-W43,8202.6,1302.0
ID,68314.0,663.0,2020-W44,27081.35,2013.5
ID,77121.0,732.0,2020-W45,,
ID,86435.0,812.0,2020-W46,6311.400000000001,471.0
ID,96504.0,895.0,2020-W47,6066.9,567.0
ID,104735.0,991.0,2020-W48,47205.600000000006,2136.0
ID,116203.0,1102.0,2020-W49,13680.0,760.0
ID,125452.0,1229.0,2020-W50,,
ID,133985.0,1324.0,2020-W51,12042.800000000001,782.0
ID,139865.0,1404.0,2020-W52,,
ID,,,2021-W00,54022.20000000001,2012.0
ID,146110.0,1488.0,2021-W01,28996.0,1318.0
ID,152365.0,1565.0,2021-W02,,
ID,157588.0,1635.0,2021-W03,23634.0,1313.0
ID,161212.0,1714.0,2021-W04,,
ID,164163.0,1748.0,2021-W05,54558.1,1678.0
ID,166553.0,1790.0,2021-W06,,
ID,168354.0,1816.0,2021-W07,22253.0,1309.0
ID,170292.0,1839.0,2021-W08,,
ID,172288.0,1875.0,2021-W09,68283.5,1697.0
ID,174245.0,1901.0,2021-W10,,
ID,176461.0,1934.0,2021-W11,20587.4,1303.0
ID,178545.0,1952.0,2021-W12,,
ID,180538.0,1962.0,2021-W13,80567.1,1628.0
ID,182531.0,1980.0,2021-W14,,
ID,184348.0,2006.0,2021-W15,15149.6,1306.0
ID,185758.0,2027.0,2021-W16,,
ID,187267.0,2043.0,2021-W17,87603.3,1626.0
ID,188434.0,2050.0,2021-W18,,
ID,189586.0,2064.0,2021-W19,18270.0,1305.0
ID,190711.0,2074.0,2021-W20,,
ID,191736.0,2087.0,2021-W21,12561.499999999998,1295.0
ID,192479.0,2096.0,2021-W22,101702.0,1928.0
ID,193292.0,2115.0,2021-W23,11921.0,1310.0
ID,193918.0,2122.0,2021-W24,,
ID,194518.0,2140.0,2021-W25,14279.0,1310.0
ID,194996.0,2152.0,2021-W26,102882.6,1874.0
ID,195551.0,2162.0,2021-W27,,
ID,196490.0,2165.0,2021-W28,,
ID,197780.0,2179.0,2021-W29,,
ID,199516.0,2190.0,2021-W30,,
ID,202669.0,2209.0,2021-W31,104102.10000000002,1854.0
ID,206523.0,2235.0,2021-W32,,
ID,211533.0,2280.0,2021-W33,,
ID,216061.0,2315.0,2021-W34,,
ID,222552.0,2370.0,2021-W35,140597.6,2288.0
ID,229597.0,2426.0,2021-W36,53674.399999999994,1588.0
ID,238315.0,2560.0,2021-W37,,
ID,246749.0,2687.0,2021-W38,,
ID,255417.0,2854.0,2021-W39,135837.0,2106.0
ID,264662.0,3040.0,2021-W40,67423.4,1613.0
ID,272625.0,3186.0,2021-W41,,
ID,281470.0,3346.0,2021-W42,,
ID,288923.0,3500.0,2021-W43,,
ID,294485.0,3600.0,2021-W44,128615.4,1798.5
ID,298634.0,3703.0,2021-W45,,
ID,301843.0,3801.0,2021-W46,,
ID,305130.0,3891.0,2021-W47,,
ID,307562.0,3949.0,2021-W48,143356.6,1985.0
ID,310661.0,4001.0,2021-W49,,
ID,313041.0,4057.0,2021-W50,,
ID,315270.0,4097.0,2021-W51,,
ID,318458.0,4160.0,2021-W52,82637.8,1762.0
ID,,,2022-W00,70593.67499999999,892.5
ID,323965.0,4192.0,2022-W01,,
ID,334086.0,4259.0,2022-W02,,
ID,348949.0,4292.0,2022-W03,,
ID,368665.0,4357.0,2022-W04,,
ID,384741.0,4453.0,2022-W05,,
ID,397868.0,4536.0,2022-W06,20272.2,299.0
ID,409131.0,4633.0,2022-W07,,
ID,419168.0,4713.0,2022-W08,,
ID,429473.0,4771.0,2022-W09,,
ID,436019.0,4806.0,2022-W10,,
ID,440740.0,4830.0,2022-W11,,
ID,443274.0,4859.0,2022-W12,,
ID,443913.0,4871.0,2022-W13,81099.11,965.5
ID,444525.0,4890.0,2022-W14,,
ID,444907.0,4903.0,2022-W15,,
ID,445348.0,4916.0,2022-W16,,
ID,445820.0,4921.0,2022-W17,,
ID,446548.0,4926.0,2022-W18,,
ID,447540.0,4927.0,2022-W19,,
ID,448754.0,4932.0,2022-W20,,
ID,450337.0,4934.0,2022-W21,,
ID,452085.0,4937.0,2022-W22,,
ID,454577.0,4942.0,2022-W23,,
ID,457026.0,4950.0,2022-W24,,
ID,459524.0,4957.0,2022-W25,,
ID,462979.0,4969.0,2022-W26,87738.39,1002.0
ID,466007.0,4983.0,2022-W27,,
ID,470457.0,4993.0,2022-W28,,
ID,474150.0,5010.0,2022-W29,,
ID,477684.0,5027.0,2022-W30,,
ID,480606.0,5046.0,2022-W31,,
ID,483255.0,5058.0,2022-W32,,
ID,485489.0,5080.0,2022-W33,,
ID,487329.0,5099.0,2022-W34,,
ID,489400.0,5114.0,2022-W35,,
ID,490946.0,5124.0,2022-W36,,
ID,492580.0,5140.0,2022-W37,,
ID,494080.0,5163.0,2022-W38,,
ID,495484.0,5170.0,2022-W39,91903.23,1021.5
ID,496600.0,5184.0,2022-W40,,
ID,497710.0,5197.0,2022-W41,,
ID,498789.0,5202.0,2022-W42,,
ID,499828.0,5215.0,2022-W43,,
ID,500859.0,5224.0,2022-W44,,
ID,502105.0,5234.0,2022-W45,,
ID,503346.0,5244.0,2022-W46,,
ID,504770.0,5249.0,2022-W47,,
ID,506232.0,5265.0,2022-W48,,
ID,507870.0,5277.0,2022-W49,,
ID,509199.0,5284.0,2022-W50,,
ID,510535.0,5299.0,2022-W51,,
ID,511601.0,5312.0,2022-W52,,
ID,512725.0,5316.0,2023-W01,,
ID,513667.0,5334.0,2023-W02,,
ID,514325.0,5341.0,2023-W03,,
ID,515002.0,5354.0,2023-W04,,
ID,515706.0,5370.0,2023-W05,,
ID,516578.0,5375.0,2023-W06,,
ID,517540.0,5386.0,2023-W07,,
ID,518431.0,5390.0,2023-W08,,
ID,519817.0,5396.0,2023-W09,,
ID,521119.0,5412.0,2023-W10,,
ID,522088.0,5419.0,2023-W11,,
ID,522818.0,5438.0,2023-W12,,
ID,523460.0,5452.0,2023-W13,,
ID,524068.0,5459.0,2023-W14,,
ID,524643.0,5459.0,2023-W15,,
ID,525039.0,5465.0,2023-W16,,
ID,525470.0,5472.0,2023-W17,,
ID,525825.0,5478.0,2023-W18,,
ID,526118.0,5479.0,2023-W19,,
IL,0.0,0.0,2020-W03,,
IL,1.0,0.0,2020-W04,,
IL,2.0,0.0,2020-W05,,
IL,2.0,0.0,2020-W06,,
IL,2.0,0.0,2020-W07,,
IL,2.0,0.0,2020-W08,,
IL,4.0,0.0,2020-W09,,
IL,25.0,0.0,2020-W10,,
IL,273.0,1.0,2020-W11,,
IL,1864.0,19.0,2020-W12,,
IL,6982.0,141.0,2020-W13,,
IL,15085.0,462.0,2020-W14,,
IL,24595.0,949.0,2020-W15,,
IL,35113.0,1565.0,2020-W16,,
IL,50356.0,2214.0,2020-W17,,
IL,68231.0,2974.0,2020-W18,,
IL,84689.0,3791.0,2020-W19,,
IL,100418.0,4524.0,2020-W20,,
IL,114312.0,5082.0,2020-W21,,
IL,123823.0,5620.0,2020-W22,,
IL,129833.0,6094.0,2020-W23,,
IL,134184.0,6484.0,2020-W24,,
IL,138540.0,6767.0,2020-W25,,
